Timestamp,Power_kWh,Voltage,Current
2026-01-06 02:00:00,3381,422,186
2026-01-06 03:00:00,3268,422,204
2026-01-06 04:00:00,3597,424,214
2026-01-06 05:00:00,3312,410,203
2026-01-06 06:00:00,3386,425,193
2026-01-06 07:00:00,3434,413,192
2026-01-06 08:00:00,3478,426,210
2026-01-06 09:00:00,3582,419,182
2026-01-06 10:00:00,3284,414,193
2026-01-06 11:00:00,3551,430,198
2026-01-06 12:00:00,3541,422,184
2026-01-06 13:00:00,3354,419,205
2026-01-06 14:00:00,3395,415,211
2026-01-06 15:00:00,3417,416,193
2026-01-06 16:00:00,3200,419,187
2026-01-06 17:00:00,3236,424,206
2026-01-06 18:00:00,3598,413,199
2026-01-06 19:00:00,3289,430,186
2026-01-06 20:00:00,3391,415,198
2026-01-06 21:00:00,3461,417,187
2026-01-06 22:00:00,3507,422,214
2026-01-06 23:00:00,3577,423,193
2026-01-07 00:00:00,3412,418,210
2026-01-07 01:00:00,3213,418,204
2026-01-07 02:00:00,3360,422,214
2026-01-07 03:00:00,3489,422,217
2026-01-07 04:00:00,3461,425,181
2026-01-07 05:00:00,3310,422,215
2026-01-07 06:00:00,3486,417,180
2026-01-07 07:00:00,3214,418,214
2026-01-07 08:00:00,3312,425,218
2026-01-07 09:00:00,3528,417,205
2026-01-07 10:00:00,3573,417,185
2026-01-07 11:00:00,3591,421,216
2026-01-07 12:00:00,3292,414,218
2026-01-07 13:00:00,3258,430,190
2026-01-07 14:00:00,3447,411,204
2026-01-07 15:00:00,3368,429,194
2026-01-07 16:00:00,3343,412,182
2026-01-07 17:00:00,3335,411,204
2026-01-07 18:00:00,3580,414,217
2026-01-07 19:00:00,3248,412,214
2026-01-07 20:00:00,3431,415,188
2026-01-07 21:00:00,3462,415,197
2026-01-07 22:00:00,3445,413,213
2026-01-07 23:00:00,3298,410,185
2026-01-08 00:00:00,3474,413,208
2026-01-08 01:00:00,3556,428,205
2026-01-08 02:00:00,3533,411,210
2026-01-08 03:00:00,3371,424,213
2026-01-08 04:00:00,3513,426,196
2026-01-08 05:00:00,3495,425,198
2026-01-08 06:00:00,3497,429,208
2026-01-08 07:00:00,3519,429,183
2026-01-08 08:00:00,3361,415,188
2026-01-08 09:00:00,3254,425,187
2026-01-08 10:00:00,3256,418,214
2026-01-08 11:00:00,3409,420,206
2026-01-08 12:00:00,3382,426,186
2026-01-08 13:00:00,3483,429,214
2026-01-08 14:00:00,3539,413,180
2026-01-08 15:00:00,3421,412,211
2026-01-08 16:00:00,3308,430,200
2026-01-08 17:00:00,3408,417,186
2026-01-08 18:00:00,3408,416,186
2026-01-08 19:00:00,3286,429,209
2026-01-08 20:00:00,3387,421,208
2026-01-08 21:00:00,3291,423,186
2026-01-08 22:00:00,3414,429,199
2026-01-08 23:00:00,3511,423,193
2026-01-09 00:00:00,3449,427,212
2026-01-09 01:00:00,3236,412,216
2026-01-09 02:00:00,3308,426,217
2026-01-09 03:00:00,3531,428,217
2026-01-09 04:00:00,3227,422,213
2026-01-09 05:00:00,3285,411,187
2026-01-09 06:00:00,3590,416,180
2026-01-09 07:00:00,3455,412,207
2026-01-09 08:00:00,3452,421,192
2026-01-09 09:00:00,3549,415,187
2026-01-09 10:00:00,3399,417,192
2026-01-09 11:00:00,3415,413,195
2026-01-09 12:00:00,3239,425,219
2026-01-09 13:00:00,3469,420,197
2026-01-09 14:00:00,3496,411,182
2026-01-09 15:00:00,3358,429,183
2026-01-09 16:00:00,3324,425,190
2026-01-09 17:00:00,3507,421,198
2026-01-09 18:00:00,3390,426,201
2026-01-09 19:00:00,3457,417,201
2026-01-09 20:00:00,3555,423,195
2026-01-09 21:00:00,3548,429,217
2026-01-09 22:00:00,3480,413,189
2026-01-09 23:00:00,3446,418,193
2026-01-10 00:00:00,3509,430,189
2026-01-10 01:00:00,3274,420,201
2026-01-10 02:00:00,3254,424,197
2026-01-10 03:00:00,3235,429,191
2026-01-10 04:00:00,3365,427,184
2026-01-10 05:00:00,3522,418,211
2026-01-10 06:00:00,3415,415,186
2026-01-10 07:00:00,3560,415,192
2026-01-10 08:00:00,3407,411,187
2026-01-10 09:00:00,3556,427,205
2026-01-10 10:00:00,3319,428,218
2026-01-10 11:00:00,3333,421,196
2026-01-10 12:00:00,3250,416,215
2026-01-10 13:00:00,3328,420,194
2026-01-10 14:00:00,3248,420,204
2026-01-10 15:00:00,3311,411,218
2026-01-10 16:00:00,3324,410,210
2026-01-10 17:00:00,3506,422,213
2026-01-10 18:00:00,3538,420,219
2026-01-10 19:00:00,3223,430,217
2026-01-10 20:00:00,3419,419,203
2026-01-10 21:00:00,3496,427,209
2026-01-10 22:00:00,3269,430,197
2026-01-10 23:00:00,3573,411,215
2026-01-11 00:00:00,3583,429,218
2026-01-11 01:00:00,3290,413,209
2026-01-11 02:00:00,3447,430,192
2026-01-11 03:00:00,3368,430,185
2026-01-11 04:00:00,3414,422,212
2026-01-11 05:00:00,3232,412,193
2026-01-11 06:00:00,3310,429,210
2026-01-11 07:00:00,3298,423,208
2026-01-11 08:00:00,3214,425,188
2026-01-11 09:00:00,3261,425,194
2026-01-11 10:00:00,3561,419,180
2026-01-11 11:00:00,3561,415,199
2026-01-11 12:00:00,3267,430,190
2026-01-11 13:00:00,3530,415,197
2026-01-11 14:00:00,3248,429,213
2026-01-11 15:00:00,3569,417,183
2026-01-11 16:00:00,3410,417,191
2026-01-11 17:00:00,3575,417,207
2026-01-11 18:00:00,3360,419,180
2026-01-11 19:00:00,3248,427,186
2026-01-11 20:00:00,3532,419,198
2026-01-11 21:00:00,3337,415,198
2026-01-11 22:00:00,3589,427,197
2026-01-11 23:00:00,3279,410,190
2026-01-12 00:00:00,3554,418,195
2026-01-12 01:00:00,3586,421,180
2026-01-12 02:00:00,3557,429,199
2026-01-12 03:00:00,3424,423,202
2026-01-12 04:00:00,3559,412,187
2026-01-12 05:00:00,3542,426,207
2026-01-12 06:00:00,3536,412,201
2026-01-12 07:00:00,3413,418,180
2026-01-12 08:00:00,3513,428,198
2026-01-12 09:00:00,3252,419,211
2026-01-12 10:00:00,3379,416,219
2026-01-12 11:00:00,3476,429,184
2026-01-12 12:00:00,3298,424,182
2026-01-12 13:00:00,3363,419,220
2026-01-12 14:00:00,3268,419,200
2026-01-12 15:00:00,3247,430,219
2026-01-12 16:00:00,3228,426,191
2026-01-12 17:00:00,3397,412,184
2026-01-12 18:00:00,3213,430,192
2026-01-12 19:00:00,3362,422,200
2026-01-12 20:00:00,3515,418,191
2026-01-12 21:00:00,3583,428,217
2026-01-12 22:00:00,3289,411,220
2026-01-12 23:00:00,3289,417,210
2026-01-13 00:00:00,3395,422,207
2026-01-13 01:00:00,3498,423,218
2026-01-13 02:00:00,3288,415,216
2026-01-13 03:00:00,3377,417,194
2026-01-13 04:00:00,3475,422,185
2026-01-13 05:00:00,3491,418,185
2026-01-13 06:00:00,3233,430,214
2026-01-13 07:00:00,3600,416,218
2026-01-13 08:00:00,3546,410,219
2026-01-13 09:00:00,3318,419,188
2026-01-13 10:00:00,3343,430,220
2026-01-13 11:00:00,3276,419,180
2026-01-13 12:00:00,3393,423,191
2026-01-13 13:00:00,3462,416,197
2026-01-13 14:00:00,3409,416,192
2026-01-13 15:00:00,3353,426,214
2026-01-13 16:00:00,3509,417,195
2026-01-13 17:00:00,3331,416,210
2026-01-13 18:00:00,3389,413,213
2026-01-13 19:00:00,3395,423,219
2026-01-13 20:00:00,3330,411,212
2026-01-13 21:00:00,3422,421,198
2026-01-13 22:00:00,3289,419,195
2026-01-13 23:00:00,3572,427,191
2026-01-14 00:00:00,3396,429,188
2026-01-14 01:00:00,3483,420,201
2026-01-14 02:00:00,3210,424,197
2026-01-14 03:00:00,3304,420,181
2026-01-14 04:00:00,3495,421,190
2026-01-14 05:00:00,3588,427,220
2026-01-14 06:00:00,3467,429,203
2026-01-14 07:00:00,3511,418,210
2026-01-14 08:00:00,3523,410,195
2026-01-14 09:00:00,3491,423,218
2026-01-14 10:00:00,3416,419,200
2026-01-14 11:00:00,3307,420,218
2026-01-14 12:00:00,3249,425,205
2026-01-14 13:00:00,3368,411,196
2026-01-14 14:00:00,3434,413,215
2026-01-14 15:00:00,3467,416,180
2026-01-14 16:00:00,3219,428,217
2026-01-14 17:00:00,3374,418,188
2026-01-14 18:00:00,3481,426,209
2026-01-14 19:00:00,3308,418,198
2026-01-14 20:00:00,3578,429,205
2026-01-14 21:00:00,3541,422,213
2026-01-14 22:00:00,3422,423,208
2026-01-14 23:00:00,3501,427,219
2026-01-15 00:00:00,3496,418,209
2026-01-15 01:00:00,3208,423,186
2026-01-15 02:00:00,3434,430,181
2026-01-15 03:00:00,3421,428,183
2026-01-15 04:00:00,3243,418,219
2026-01-15 05:00:00,3425,412,185
2026-01-15 06:00:00,3213,416,213
2026-01-15 07:00:00,3333,424,186
2026-01-15 08:00:00,3372,422,210
2026-01-15 09:00:00,3383,423,207
2026-01-15 10:00:00,3572,420,180
2026-01-15 11:00:00,3534,420,184
2026-01-15 12:00:00,3477,426,207
2026-01-15 13:00:00,3210,413,204
2026-01-15 14:00:00,3451,419,196
2026-01-15 15:00:00,3488,415,193
2026-01-15 16:00:00,3345,416,203
2026-01-15 17:00:00,3512,430,207
2026-01-15 18:00:00,3494,426,200
2026-01-15 19:00:00,3209,418,200
2026-01-15 20:00:00,3588,410,201
2026-01-15 21:00:00,3600,423,206
2026-01-15 22:00:00,3562,428,194
2026-01-15 23:00:00,3448,420,199
2026-01-16 00:00:00,3223,414,196
2026-01-16 01:00:00,3291,427,207
2026-01-16 02:00:00,3236,425,214
2026-01-16 03:00:00,3500,415,201
2026-01-16 04:00:00,3428,413,199
2026-01-16 05:00:00,3217,414,201
2026-01-16 06:00:00,3228,417,214
2026-01-16 07:00:00,3365,425,207
2026-01-16 08:00:00,3581,415,204
2026-01-16 09:00:00,3354,426,184
2026-01-16 10:00:00,3522,423,195
2026-01-16 11:00:00,3464,430,198
2026-01-16 12:00:00,3493,417,206
2026-01-16 13:00:00,3486,411,204
2026-01-16 14:00:00,3300,420,212
2026-01-16 15:00:00,3379,417,181
2026-01-16 16:00:00,3568,412,181
2026-01-16 17:00:00,3594,412,189
2026-01-16 18:00:00,3424,427,216
2026-01-16 19:00:00,3393,429,201
2026-01-16 20:00:00,3243,429,193
2026-01-16 21:00:00,3200,419,212
2026-01-16 22:00:00,3388,414,211
2026-01-16 23:00:00,3435,421,213
2026-01-17 00:00:00,3392,425,183
2026-01-17 01:00:00,3310,422,200
2026-01-17 02:00:00,3412,414,183
2026-01-17 03:00:00,3299,423,193
2026-01-17 04:00:00,3329,419,198
2026-01-17 05:00:00,3308,430,218
2026-01-17 06:00:00,3332,422,212
2026-01-17 07:00:00,3599,429,204
2026-01-17 08:00:00,3582,417,194
2026-01-17 09:00:00,3253,427,184
2026-01-17 10:00:00,3545,414,192
2026-01-17 11:00:00,3313,421,208
2026-01-17 12:00:00,3547,423,185
2026-01-17 13:00:00,3444,411,208
2026-01-17 14:00:00,3312,413,208
2026-01-17 15:00:00,3354,418,202
2026-01-17 16:00:00,3436,424,207
2026-01-17 17:00:00,3288,423,188
2026-01-17 18:00:00,3398,417,205
2026-01-17 19:00:00,3427,427,200
2026-01-17 20:00:00,3556,411,212
2026-01-17 21:00:00,3514,427,218
2026-01-17 22:00:00,3450,425,196
2026-01-17 23:00:00,3453,421,219
2026-01-18 00:00:00,3339,419,195
2026-01-18 01:00:00,3346,426,201
2026-01-18 02:00:00,3270,428,202
2026-01-18 03:00:00,3297,424,209
2026-01-18 04:00:00,3329,410,195
2026-01-18 05:00:00,3443,422,209
2026-01-18 06:00:00,3414,427,210
2026-01-18 07:00:00,3344,410,196
2026-01-18 08:00:00,3276,410,210
2026-01-18 09:00:00,3415,424,202
2026-01-18 10:00:00,3241,419,218
2026-01-18 11:00:00,3427,421,192
2026-01-18 12:00:00,3352,412,184
2026-01-18 13:00:00,3362,425,193
2026-01-18 14:00:00,3533,416,183
2026-01-18 15:00:00,3518,428,183
2026-01-18 16:00:00,3216,430,182
2026-01-18 17:00:00,3492,418,182
2026-01-18 18:00:00,3409,421,205
2026-01-18 19:00:00,3382,426,189
2026-01-18 20:00:00,3323,419,196
2026-01-18 21:00:00,3375,417,213
2026-01-18 22:00:00,3370,430,207
2026-01-18 23:00:00,3387,417,201
2026-01-19 00:00:00,3292,416,188
2026-01-19 01:00:00,3410,423,182
2026-01-19 02:00:00,3523,410,182
2026-01-19 03:00:00,3333,424,181
2026-01-19 04:00:00,3492,412,184
2026-01-19 05:00:00,3230,417,199
2026-01-19 06:00:00,3499,421,206
2026-01-19 07:00:00,3239,412,218
2026-01-19 08:00:00,3552,429,212
2026-01-19 09:00:00,3490,428,205
2026-01-19 10:00:00,3360,412,185
2026-01-19 11:00:00,3480,413,200
2026-01-19 12:00:00,3457,416,208
2026-01-19 13:00:00,3341,422,207
2026-01-19 14:00:00,3239,419,199
2026-01-19 15:00:00,3440,424,207
2026-01-19 16:00:00,3247,426,206
2026-01-19 17:00:00,3461,425,180
2026-01-19 18:00:00,3343,424,217
2026-01-19 19:00:00,3410,422,204
2026-01-19 20:00:00,3480,414,219
2026-01-19 21:00:00,3208,421,188
2026-01-19 22:00:00,3388,422,201
2026-01-19 23:00:00,3507,428,203
2026-01-20 00:00:00,3208,426,219
2026-01-20 01:00:00,3234,418,190
2026-01-20 02:00:00,3559,417,194
2026-01-20 03:00:00,3201,415,216
2026-01-20 04:00:00,3560,415,211
2026-01-20 05:00:00,3416,419,181
2026-01-20 06:00:00,3361,418,210
2026-01-20 07:00:00,3548,417,219
2026-01-20 08:00:00,3473,423,191
2026-01-20 09:00:00,3279,412,196
2026-01-20 10:00:00,3228,421,184
2026-01-20 11:00:00,3310,412,214
2026-01-20 12:00:00,3398,422,182
2026-01-20 13:00:00,3357,425,199
2026-01-20 14:00:00,3430,417,193
2026-01-20 15:00:00,3482,428,185
2026-01-20 16:00:00,3329,424,212
2026-01-20 17:00:00,3373,415,196
2026-01-20 18:00:00,3433,419,199
2026-01-20 19:00:00,3265,410,192
2026-01-20 20:00:00,3367,429,196
2026-01-20 21:00:00,3344,413,181
2026-01-20 22:00:00,3582,415,194
2026-01-20 23:00:00,3600,426,210
2026-01-21 00:00:00,3530,417,202
2026-01-21 01:00:00,3242,427,206
2026-01-21 02:00:00,3411,419,211
2026-01-21 03:00:00,3445,419,186
2026-01-21 04:00:00,3304,412,193
2026-01-21 05:00:00,3387,412,212
2026-01-21 06:00:00,3545,416,180
2026-01-21 07:00:00,3272,421,212
2026-01-21 08:00:00,3391,416,197
2026-01-21 09:00:00,3414,420,214
2026-01-21 10:00:00,3240,421,193
2026-01-21 11:00:00,3518,426,214
2026-01-21 12:00:00,3386,430,190
2026-01-21 13:00:00,3555,413,211
2026-01-21 14:00:00,3481,429,200
2026-01-21 15:00:00,3375,429,219
2026-01-21 16:00:00,3229,428,213
2026-01-21 17:00:00,3355,412,190
2026-01-21 18:00:00,3483,422,201
2026-01-21 19:00:00,3384,426,187
2026-01-21 20:00:00,3392,424,202
2026-01-21 21:00:00,3588,429,191
2026-01-21 22:00:00,3310,427,193
2026-01-21 23:00:00,3249,428,194
2026-01-22 00:00:00,3359,427,216
2026-01-22 01:00:00,3246,427,182
2026-01-22 02:00:00,3574,411,192
2026-01-22 03:00:00,3472,412,196
2026-01-22 04:00:00,3397,416,196
2026-01-22 05:00:00,3265,429,191
2026-01-22 06:00:00,3359,415,186
2026-01-22 07:00:00,3552,429,203
2026-01-22 08:00:00,3494,424,195
2026-01-22 09:00:00,3590,411,217
2026-01-22 10:00:00,3576,413,191
2026-01-22 11:00:00,3232,426,200
2026-01-22 12:00:00,3279,425,192
2026-01-22 13:00:00,3351,412,185
2026-01-22 14:00:00,3351,422,185
2026-01-22 15:00:00,3300,417,185
2026-01-22 16:00:00,3370,430,202
2026-01-22 17:00:00,3385,416,183
2026-01-22 18:00:00,3232,420,194
2026-01-22 19:00:00,3219,416,183
2026-01-22 20:00:00,3357,419,180
2026-01-22 21:00:00,3430,424,214
2026-01-22 22:00:00,3245,413,183
2026-01-22 23:00:00,3515,423,203
2026-01-23 00:00:00,3514,427,199
2026-01-23 01:00:00,3539,420,200
2026-01-23 02:00:00,3433,423,207
2026-01-23 03:00:00,3321,419,200
2026-01-23 04:00:00,3355,413,215
2026-01-23 05:00:00,3579,415,218
2026-01-23 06:00:00,3502,413,189
2026-01-23 07:00:00,3408,429,218
2026-01-23 08:00:00,3336,420,189
2026-01-23 09:00:00,3228,423,199
2026-01-23 10:00:00,3550,412,219
2026-01-23 11:00:00,3575,413,181
2026-01-23 12:00:00,3414,413,204
2026-01-23 13:00:00,3528,422,219
2026-01-23 14:00:00,3247,410,183
2026-01-23 15:00:00,3585,426,220
2026-01-23 16:00:00,3267,415,196
2026-01-23 17:00:00,3268,413,205
2026-01-23 18:00:00,3474,414,206
2026-01-23 19:00:00,3457,414,189
2026-01-23 20:00:00,3551,412,220
2026-01-23 21:00:00,3455,421,220
2026-01-23 22:00:00,3405,415,204
2026-01-23 23:00:00,3516,428,204
2026-01-24 00:00:00,3274,410,213
2026-01-24 01:00:00,3299,430,197
2026-01-24 02:00:00,3454,428,185
2026-01-24 03:00:00,3581,410,180
2026-01-24 04:00:00,3376,428,194
2026-01-24 05:00:00,3271,430,220
2026-01-24 06:00:00,3524,421,211
2026-01-24 07:00:00,3266,414,215
2026-01-24 08:00:00,3521,424,183
2026-01-24 09:00:00,3560,416,190
2026-01-24 10:00:00,3274,410,182
2026-01-24 11:00:00,3530,424,197
2026-01-24 12:00:00,3486,420,219
2026-01-24 13:00:00,3452,414,196
2026-01-24 14:00:00,3297,427,209
2026-01-24 15:00:00,3262,414,219
2026-01-24 16:00:00,3379,412,198
2026-01-24 17:00:00,3371,415,182
2026-01-24 18:00:00,3369,426,181
2026-01-24 19:00:00,3561,414,220
2026-01-24 20:00:00,3464,422,181
2026-01-24 21:00:00,3394,411,198
2026-01-24 22:00:00,3482,410,191
2026-01-24 23:00:00,3293,418,180
2026-01-25 00:00:00,3414,421,199
2026-01-25 01:00:00,3444,418,208
2026-01-25 02:00:00,3404,429,201
2026-01-25 03:00:00,3221,428,181
2026-01-25 04:00:00,3331,412,220
2026-01-25 05:00:00,3457,428,212
2026-01-25 06:00:00,3369,423,205
2026-01-25 07:00:00,3552,418,193
2026-01-25 08:00:00,3218,413,204
2026-01-25 09:00:00,3368,430,202
2026-01-25 10:00:00,3420,414,194
2026-01-25 11:00:00,3463,427,211
2026-01-25 12:00:00,3471,426,212
2026-01-25 13:00:00,3426,422,202
2026-01-25 14:00:00,3417,429,219
2026-01-25 15:00:00,3321,412,193
2026-01-25 16:00:00,3399,411,206
2026-01-25 17:00:00,3531,414,188
2026-01-25 18:00:00,3502,410,185
2026-01-25 19:00:00,3250,416,215
2026-01-25 20:00:00,3395,410,197
2026-01-25 21:00:00,3446,428,197
2026-01-25 22:00:00,3540,424,185
2026-01-25 23:00:00,3585,428,219
2026-01-26 00:00:00,3207,416,212
2026-01-26 01:00:00,3208,416,201
2026-01-26 02:00:00,3262,418,213
2026-01-26 03:00:00,3500,420,195
2026-01-26 04:00:00,3486,415,216
2026-01-26 05:00:00,3348,419,184
2026-01-26 06:00:00,3501,413,196
2026-01-26 07:00:00,3435,428,183
2026-01-26 08:00:00,3385,417,199
2026-01-26 09:00:00,3425,414,215
2026-01-26 10:00:00,3322,428,202
2026-01-26 11:00:00,3247,423,210
2026-01-26 12:00:00,3310,430,183
2026-01-26 13:00:00,3488,420,194
2026-01-26 14:00:00,3264,422,211
2026-01-26 15:00:00,3204,427,196
2026-01-26 16:00:00,3461,426,205
2026-01-26 17:00:00,3520,426,206
2026-01-26 18:00:00,3369,422,189
2026-01-26 19:00:00,3503,415,203
2026-01-26 20:00:00,3596,427,191
2026-01-26 21:00:00,3281,426,190
2026-01-26 22:00:00,3567,427,180
2026-01-26 23:00:00,3589,413,213
2026-01-27 00:00:00,3311,414,195
2026-01-27 01:00:00,3391,416,182
2026-01-27 02:00:00,3423,426,212
2026-01-27 03:00:00,3375,423,214
2026-01-27 04:00:00,3572,419,207
2026-01-27 05:00:00,3448,423,220
2026-01-27 06:00:00,3453,426,181
2026-01-27 07:00:00,3512,422,197
2026-01-27 08:00:00,3365,427,194
2026-01-27 09:00:00,3445,418,197
2026-01-27 10:00:00,3494,420,216
2026-01-27 11:00:00,3443,420,189
2026-01-27 12:00:00,3240,417,202
2026-01-27 13:00:00,3525,416,185
2026-01-27 14:00:00,3444,420,202
2026-01-27 15:00:00,3550,420,218
2026-01-27 16:00:00,3521,415,212
2026-01-27 17:00:00,3558,429,211
2026-01-27 18:00:00,3340,427,209
2026-01-27 19:00:00,3341,412,184
2026-01-27 20:00:00,3561,430,198
2026-01-27 21:00:00,3469,422,190
2026-01-27 22:00:00,3419,424,200
2026-01-27 23:00:00,3589,413,187
2026-01-28 00:00:00,3515,429,211
2026-01-28 01:00:00,3417,418,201
2026-01-28 02:00:00,3314,418,219
2026-01-28 03:00:00,3408,421,200
2026-01-28 04:00:00,3236,421,207
2026-01-28 05:00:00,3359,413,219
2026-01-28 06:00:00,3406,424,213
2026-01-28 07:00:00,3506,423,195
2026-01-28 08:00:00,3569,410,183
2026-01-28 09:00:00,3489,416,202
2026-01-28 10:00:00,3577,426,191
2026-01-28 11:00:00,3231,413,205
2026-01-28 12:00:00,3298,411,185
2026-01-28 13:00:00,3588,420,216
2026-01-28 14:00:00,3443,430,220
2026-01-28 15:00:00,3279,415,197
2026-01-28 16:00:00,3274,414,213
2026-01-28 17:00:00,3343,427,193
2026-01-28 18:00:00,3356,429,190
2026-01-28 19:00:00,3445,422,206
2026-01-28 20:00:00,3483,411,216
2026-01-28 21:00:00,3521,426,196
2026-01-28 22:00:00,3423,430,183
2026-01-28 23:00:00,3242,430,212
2026-01-29 00:00:00,3217,418,180
2026-01-29 01:00:00,3304,416,199
2026-01-29 02:00:00,3483,410,184
2026-01-29 03:00:00,3370,417,208
2026-01-29 04:00:00,3582,417,203
2026-01-29 05:00:00,3469,422,205
2026-01-29 06:00:00,3582,425,186
2026-01-29 07:00:00,3377,420,196
2026-01-29 08:00:00,3339,423,181
2026-01-29 09:00:00,3376,417,217
2026-01-29 10:00:00,3278,422,182
2026-01-29 11:00:00,3514,423,211
2026-01-29 12:00:00,3336,422,220
2026-01-29 13:00:00,3558,414,211
2026-01-29 14:00:00,3269,411,220
2026-01-29 15:00:00,3370,416,205
2026-01-29 16:00:00,3556,419,219
2026-01-29 17:00:00,3493,412,186
2026-01-29 18:00:00,3506,414,213
2026-01-29 19:00:00,3378,423,208
2026-01-29 20:00:00,3578,430,189
2026-01-29 21:00:00,3456,421,182
2026-01-29 22:00:00,3287,412,202
2026-01-29 23:00:00,3364,430,193
2026-01-30 00:00:00,3485,417,181
