Timestamp,Coke,Coal,PCI
2026-01-12 05:00:00,535,90,95
2026-01-12 06:00:00,512,84,95
2026-01-12 07:00:00,540,87,92
2026-01-12 08:00:00,515,95,100
2026-01-12 09:00:00,501,90,88
2026-01-12 10:00:00,524,84,95
2026-01-12 11:00:00,505,95,99
2026-01-12 12:00:00,538,88,87
2026-01-12 13:00:00,528,92,91
2026-01-12 14:00:00,517,84,96
2026-01-12 15:00:00,503,95,92
2026-01-12 16:00:00,514,80,95
2026-01-12 17:00:00,522,95,89
2026-01-12 18:00:00,517,90,100
2026-01-12 19:00:00,520,86,91
2026-01-12 20:00:00,538,83,94
2026-01-12 21:00:00,503,86,94
2026-01-12 22:00:00,515,92,98
2026-01-12 23:00:00,500,89,93
2026-01-13 00:00:00,513,84,94
2026-01-13 01:00:00,501,80,98
2026-01-13 02:00:00,505,91,99
2026-01-13 03:00:00,509,94,97
2026-01-13 04:00:00,535,85,99
2026-01-13 05:00:00,520,83,93
2026-01-13 06:00:00,529,88,91
2026-01-13 07:00:00,538,94,94
2026-01-13 08:00:00,510,84,95
2026-01-13 09:00:00,501,83,86
2026-01-13 10:00:00,520,95,96
2026-01-13 11:00:00,509,90,97
2026-01-13 12:00:00,535,80,98
2026-01-13 13:00:00,520,92,90
2026-01-13 14:00:00,520,81,94
2026-01-13 15:00:00,520,81,86
2026-01-13 16:00:00,508,95,87
2026-01-13 17:00:00,504,84,89
2026-01-13 18:00:00,506,85,92
2026-01-13 19:00:00,505,91,96
2026-01-13 20:00:00,521,82,98
2026-01-13 21:00:00,521,82,100
2026-01-13 22:00:00,525,81,98
2026-01-13 23:00:00,525,84,87
2026-01-14 00:00:00,513,94,90
2026-01-14 01:00:00,507,88,92
2026-01-14 02:00:00,515,81,85
2026-01-14 03:00:00,503,87,100
2026-01-14 04:00:00,502,81,92
2026-01-14 05:00:00,514,84,89
2026-01-14 06:00:00,532,90,95
2026-01-14 07:00:00,524,92,85
2026-01-14 08:00:00,532,89,100
2026-01-14 09:00:00,501,93,87
2026-01-14 10:00:00,502,86,86
2026-01-14 11:00:00,513,87,100
2026-01-14 12:00:00,500,91,87
2026-01-14 13:00:00,537,91,90
2026-01-14 14:00:00,525,86,89
2026-01-14 15:00:00,534,80,94
2026-01-14 16:00:00,517,91,97
2026-01-14 17:00:00,510,86,93
2026-01-14 18:00:00,521,86,95
2026-01-14 19:00:00,516,92,88
2026-01-14 20:00:00,518,94,85
2026-01-14 21:00:00,528,92,91
2026-01-14 22:00:00,511,83,86
2026-01-14 23:00:00,524,83,91
2026-01-15 00:00:00,512,89,91
2026-01-15 01:00:00,537,89,96
2026-01-15 02:00:00,529,81,92
2026-01-15 03:00:00,536,88,91
2026-01-15 04:00:00,532,80,94
2026-01-15 05:00:00,500,86,90
2026-01-15 06:00:00,521,86,100
2026-01-15 07:00:00,524,90,99
2026-01-15 08:00:00,525,85,100
2026-01-15 09:00:00,530,89,92
2026-01-15 10:00:00,504,83,85
2026-01-15 11:00:00,501,81,85
2026-01-15 12:00:00,517,80,94
2026-01-15 13:00:00,528,92,90
2026-01-15 14:00:00,506,81,96
2026-01-15 15:00:00,513,86,98
2026-01-15 16:00:00,523,82,93
2026-01-15 17:00:00,526,80,94
2026-01-15 18:00:00,502,83,94
2026-01-15 19:00:00,509,88,99
2026-01-15 20:00:00,513,83,85
2026-01-15 21:00:00,530,85,85
2026-01-15 22:00:00,507,82,92
2026-01-15 23:00:00,529,88,93
2026-01-16 00:00:00,501,95,87
2026-01-16 01:00:00,509,86,87
2026-01-16 02:00:00,525,92,85
2026-01-16 03:00:00,502,95,98
2026-01-16 04:00:00,529,93,90
2026-01-16 05:00:00,500,81,87
2026-01-16 06:00:00,517,89,100
2026-01-16 07:00:00,512,88,85
2026-01-16 08:00:00,517,86,92
2026-01-16 09:00:00,528,80,86
2026-01-16 10:00:00,536,93,100
2026-01-16 11:00:00,514,81,94
2026-01-16 12:00:00,523,82,96
2026-01-16 13:00:00,529,95,90
2026-01-16 14:00:00,523,91,89
2026-01-16 15:00:00,520,91,98
2026-01-16 16:00:00,511,92,96
2026-01-16 17:00:00,529,91,94
2026-01-16 18:00:00,509,95,98
2026-01-16 19:00:00,523,93,87
2026-01-16 20:00:00,538,88,89
2026-01-16 21:00:00,521,91,99
2026-01-16 22:00:00,528,85,86
2026-01-16 23:00:00,521,84,95
2026-01-17 00:00:00,534,85,89
2026-01-17 01:00:00,513,92,87
2026-01-17 02:00:00,526,83,86
2026-01-17 03:00:00,533,83,85
2026-01-17 04:00:00,516,85,92
2026-01-17 05:00:00,521,95,88
2026-01-17 06:00:00,520,91,97
2026-01-17 07:00:00,533,92,92
2026-01-17 08:00:00,536,91,98
2026-01-17 09:00:00,506,87,99
2026-01-17 10:00:00,509,86,85
2026-01-17 11:00:00,532,83,100
2026-01-17 12:00:00,509,82,94
2026-01-17 13:00:00,515,92,94
2026-01-17 14:00:00,513,83,91
2026-01-17 15:00:00,501,80,85
2026-01-17 16:00:00,518,83,91
2026-01-17 17:00:00,511,82,87
2026-01-17 18:00:00,516,94,88
2026-01-17 19:00:00,527,91,97
2026-01-17 20:00:00,500,89,95
2026-01-17 21:00:00,524,91,91
2026-01-17 22:00:00,519,93,100
2026-01-17 23:00:00,540,81,100
2026-01-18 00:00:00,502,95,95
2026-01-18 01:00:00,522,80,93
2026-01-18 02:00:00,530,92,88
2026-01-18 03:00:00,527,91,100
2026-01-18 04:00:00,501,92,86
2026-01-18 05:00:00,531,82,100
2026-01-18 06:00:00,516,82,87
2026-01-18 07:00:00,515,83,99
2026-01-18 08:00:00,524,90,92
2026-01-18 09:00:00,538,95,86
2026-01-18 10:00:00,520,89,99
2026-01-18 11:00:00,513,93,88
2026-01-18 12:00:00,500,84,85
2026-01-18 13:00:00,532,94,87
2026-01-18 14:00:00,532,85,99
2026-01-18 15:00:00,517,92,86
2026-01-18 16:00:00,516,83,100
2026-01-18 17:00:00,511,94,94
2026-01-18 18:00:00,510,81,94
2026-01-18 19:00:00,538,90,98
2026-01-18 20:00:00,507,84,87
2026-01-18 21:00:00,512,95,100
2026-01-18 22:00:00,515,80,97
2026-01-18 23:00:00,511,92,86
2026-01-19 00:00:00,519,85,92
2026-01-19 01:00:00,521,95,92
2026-01-19 02:00:00,528,83,88
2026-01-19 03:00:00,510,84,89
2026-01-19 04:00:00,538,80,99
2026-01-19 05:00:00,531,91,98
2026-01-19 06:00:00,501,91,88
2026-01-19 07:00:00,526,95,86
2026-01-19 08:00:00,517,93,98
2026-01-19 09:00:00,504,82,87
2026-01-19 10:00:00,516,91,100
2026-01-19 11:00:00,525,87,89
2026-01-19 12:00:00,507,80,90
2026-01-19 13:00:00,505,85,91
2026-01-19 14:00:00,528,91,93
2026-01-19 15:00:00,530,82,90
2026-01-19 16:00:00,537,93,88
2026-01-19 17:00:00,535,81,92
2026-01-19 18:00:00,512,84,94
2026-01-19 19:00:00,508,92,85
2026-01-19 20:00:00,523,81,85
2026-01-19 21:00:00,507,88,85
2026-01-19 22:00:00,519,84,95
2026-01-19 23:00:00,515,95,91
2026-01-20 00:00:00,512,95,100
2026-01-20 01:00:00,530,86,88
2026-01-20 02:00:00,511,92,87
2026-01-20 03:00:00,509,84,89
2026-01-20 04:00:00,504,95,87
2026-01-20 05:00:00,536,85,92
2026-01-20 06:00:00,540,93,96
2026-01-20 07:00:00,514,88,98
2026-01-20 08:00:00,503,93,86
2026-01-20 09:00:00,520,92,85
2026-01-20 10:00:00,512,91,97
2026-01-20 11:00:00,528,87,89
2026-01-20 12:00:00,530,93,90
2026-01-20 13:00:00,515,89,100
2026-01-20 14:00:00,504,93,85
2026-01-20 15:00:00,526,82,87
2026-01-20 16:00:00,509,81,96
2026-01-20 17:00:00,517,92,93
2026-01-20 18:00:00,529,90,94
2026-01-20 19:00:00,534,90,94
2026-01-20 20:00:00,530,95,97
2026-01-20 21:00:00,537,84,100
2026-01-20 22:00:00,521,82,100
2026-01-20 23:00:00,521,82,93
2026-01-21 00:00:00,540,88,93
2026-01-21 01:00:00,518,87,95
2026-01-21 02:00:00,520,87,91
2026-01-21 03:00:00,522,89,91
2026-01-21 04:00:00,521,93,93
2026-01-21 05:00:00,516,93,91
2026-01-21 06:00:00,539,84,94
2026-01-21 07:00:00,512,91,95
2026-01-21 08:00:00,513,94,90
2026-01-21 09:00:00,507,89,92
2026-01-21 10:00:00,513,90,90
2026-01-21 11:00:00,531,91,92
2026-01-21 12:00:00,525,95,93
2026-01-21 13:00:00,536,94,95
2026-01-21 14:00:00,509,88,87
2026-01-21 15:00:00,516,83,97
2026-01-21 16:00:00,535,92,85
2026-01-21 17:00:00,504,86,93
2026-01-21 18:00:00,531,94,93
2026-01-21 19:00:00,532,93,91
2026-01-21 20:00:00,517,81,98
2026-01-21 21:00:00,540,95,88
2026-01-21 22:00:00,530,93,97
2026-01-21 23:00:00,520,83,89
2026-01-22 00:00:00,511,83,96
2026-01-22 01:00:00,503,81,87
2026-01-22 02:00:00,517,83,93
2026-01-22 03:00:00,508,83,98
2026-01-22 04:00:00,513,81,86
2026-01-22 05:00:00,500,83,95
2026-01-22 06:00:00,539,88,94
2026-01-22 07:00:00,527,87,92
2026-01-22 08:00:00,514,88,96
2026-01-22 09:00:00,515,84,85
2026-01-22 10:00:00,535,90,92
2026-01-22 11:00:00,510,92,91
2026-01-22 12:00:00,534,80,90
2026-01-22 13:00:00,505,88,100
2026-01-22 14:00:00,507,83,92
2026-01-22 15:00:00,526,87,92
2026-01-22 16:00:00,529,85,90
2026-01-22 17:00:00,514,88,88
2026-01-22 18:00:00,500,87,94
2026-01-22 19:00:00,527,92,99
2026-01-22 20:00:00,513,87,88
2026-01-22 21:00:00,505,93,99
2026-01-22 22:00:00,528,84,97
2026-01-22 23:00:00,539,92,85
2026-01-23 00:00:00,534,88,91
2026-01-23 01:00:00,531,93,95
2026-01-23 02:00:00,520,80,100
2026-01-23 03:00:00,532,92,99
2026-01-23 04:00:00,538,86,96
2026-01-23 05:00:00,509,82,97
2026-01-23 06:00:00,510,92,91
2026-01-23 07:00:00,513,90,96
2026-01-23 08:00:00,525,88,92
2026-01-23 09:00:00,518,87,97
2026-01-23 10:00:00,538,95,85
2026-01-23 11:00:00,536,87,87
2026-01-23 12:00:00,528,80,97
2026-01-23 13:00:00,536,91,96
2026-01-23 14:00:00,524,80,100
2026-01-23 15:00:00,527,94,98
2026-01-23 16:00:00,505,93,93
2026-01-23 17:00:00,522,87,93
2026-01-23 18:00:00,523,88,100
2026-01-23 19:00:00,510,85,92
2026-01-23 20:00:00,537,86,86
2026-01-23 21:00:00,524,91,86
2026-01-23 22:00:00,514,82,90
2026-01-23 23:00:00,505,81,93
2026-01-24 00:00:00,505,88,99
2026-01-24 01:00:00,509,89,89
2026-01-24 02:00:00,527,88,90
2026-01-24 03:00:00,514,93,94
2026-01-24 04:00:00,510,82,92
2026-01-24 05:00:00,505,81,90
2026-01-24 06:00:00,518,95,98
2026-01-24 07:00:00,510,87,85
2026-01-24 08:00:00,512,82,87
2026-01-24 09:00:00,506,88,90
2026-01-24 10:00:00,534,83,99
2026-01-24 11:00:00,535,91,90
2026-01-24 12:00:00,509,85,92
2026-01-24 13:00:00,500,90,90
2026-01-24 14:00:00,517,80,86
2026-01-24 15:00:00,525,84,90
2026-01-24 16:00:00,503,95,89
2026-01-24 17:00:00,508,87,96
2026-01-24 18:00:00,536,88,99
2026-01-24 19:00:00,515,94,90
2026-01-24 20:00:00,507,87,90
2026-01-24 21:00:00,540,81,87
2026-01-24 22:00:00,524,84,85
2026-01-24 23:00:00,518,94,100
2026-01-25 00:00:00,525,92,99
2026-01-25 01:00:00,533,91,97
2026-01-25 02:00:00,516,93,90
2026-01-25 03:00:00,532,95,89
2026-01-25 04:00:00,502,86,87
2026-01-25 05:00:00,538,91,94
2026-01-25 06:00:00,507,93,97
2026-01-25 07:00:00,524,89,96
2026-01-25 08:00:00,501,90,100
2026-01-25 09:00:00,512,80,91
2026-01-25 10:00:00,527,84,99
2026-01-25 11:00:00,537,84,94
2026-01-25 12:00:00,525,87,89
2026-01-25 13:00:00,501,87,99
2026-01-25 14:00:00,516,95,97
2026-01-25 15:00:00,529,94,96
2026-01-25 16:00:00,513,94,89
2026-01-25 17:00:00,526,81,92
2026-01-25 18:00:00,509,83,94
2026-01-25 19:00:00,523,81,96
2026-01-25 20:00:00,529,92,98
2026-01-25 21:00:00,504,89,96
2026-01-25 22:00:00,532,95,86
2026-01-25 23:00:00,530,82,96
2026-01-26 00:00:00,521,86,94
2026-01-26 01:00:00,532,85,85
2026-01-26 02:00:00,506,84,93
2026-01-26 03:00:00,503,80,91
2026-01-26 04:00:00,540,91,85
2026-01-26 05:00:00,528,92,95
2026-01-26 06:00:00,539,94,96
2026-01-26 07:00:00,539,90,94
2026-01-26 08:00:00,523,81,88
2026-01-26 09:00:00,528,95,98
2026-01-26 10:00:00,532,81,87
2026-01-26 11:00:00,509,92,95
2026-01-26 12:00:00,528,88,89
2026-01-26 13:00:00,509,86,87
2026-01-26 14:00:00,539,92,93
2026-01-26 15:00:00,525,87,86
2026-01-26 16:00:00,502,89,85
2026-01-26 17:00:00,508,86,98
2026-01-26 18:00:00,536,86,98
2026-01-26 19:00:00,509,93,93
2026-01-26 20:00:00,513,80,87
2026-01-26 21:00:00,510,81,93
2026-01-26 22:00:00,530,82,92
2026-01-26 23:00:00,529,85,100
2026-01-27 00:00:00,507,82,99
2026-01-27 01:00:00,521,91,100
2026-01-27 02:00:00,516,90,95
2026-01-27 03:00:00,533,84,93
2026-01-27 04:00:00,538,87,92
2026-01-27 05:00:00,501,93,100
2026-01-27 06:00:00,517,90,94
2026-01-27 07:00:00,531,92,86
2026-01-27 08:00:00,537,89,93
2026-01-27 09:00:00,506,84,92
2026-01-27 10:00:00,514,87,99
2026-01-27 11:00:00,509,83,96
2026-01-27 12:00:00,526,92,98
2026-01-27 13:00:00,536,90,94
2026-01-27 14:00:00,505,87,90
2026-01-27 15:00:00,539,95,87
2026-01-27 16:00:00,520,81,98
2026-01-27 17:00:00,525,93,89
2026-01-27 18:00:00,526,95,85
2026-01-27 19:00:00,521,91,88
2026-01-27 20:00:00,519,87,100
2026-01-27 21:00:00,531,92,91
2026-01-27 22:00:00,525,93,92
2026-01-27 23:00:00,518,87,90
2026-01-28 00:00:00,521,85,95
2026-01-28 01:00:00,537,92,87
2026-01-28 02:00:00,506,82,87
2026-01-28 03:00:00,500,84,98
2026-01-28 04:00:00,531,82,89
2026-01-28 05:00:00,503,80,100
2026-01-28 06:00:00,511,81,89
2026-01-28 07:00:00,518,91,96
2026-01-28 08:00:00,536,82,86
2026-01-28 09:00:00,510,89,95
2026-01-28 10:00:00,506,81,87
2026-01-28 11:00:00,502,80,91
2026-01-28 12:00:00,510,92,100
2026-01-28 13:00:00,506,88,94
2026-01-28 14:00:00,539,82,94
2026-01-28 15:00:00,508,82,99
2026-01-28 16:00:00,538,88,90
2026-01-28 17:00:00,532,83,100
2026-01-28 18:00:00,538,87,94
2026-01-28 19:00:00,502,92,95
2026-01-28 20:00:00,510,95,99
2026-01-28 21:00:00,522,89,94
2026-01-28 22:00:00,525,93,92
2026-01-28 23:00:00,519,90,91
2026-01-29 00:00:00,515,94,89
2026-01-29 01:00:00,509,81,87
2026-01-29 02:00:00,503,83,89
2026-01-29 03:00:00,506,94,89
2026-01-29 04:00:00,509,82,94
2026-01-29 05:00:00,521,90,92
2026-01-29 06:00:00,530,93,98
2026-01-29 07:00:00,507,89,91
2026-01-29 08:00:00,530,81,96
2026-01-29 09:00:00,510,92,91
2026-01-29 10:00:00,522,82,86
2026-01-29 11:00:00,502,88,97
2026-01-29 12:00:00,511,95,99
2026-01-29 13:00:00,525,90,99
2026-01-29 14:00:00,508,90,98
2026-01-29 15:00:00,520,85,85
2026-01-29 16:00:00,510,88,98
2026-01-29 17:00:00,505,95,95
2026-01-29 18:00:00,509,81,89
2026-01-29 19:00:00,515,95,93
2026-01-29 20:00:00,512,85,98
2026-01-29 21:00:00,502,80,96
2026-01-29 22:00:00,521,91,95
2026-01-29 23:00:00,500,83,100
2026-01-30 00:00:00,532,86,91
2026-01-30 01:00:00,509,90,93
2026-01-30 02:00:00,533,92,91
2026-01-30 03:00:00,527,81,99
2026-01-30 04:00:00,537,89,99
2026-01-30 05:00:00,502,89,95
2026-01-30 06:00:00,501,93,87
2026-01-30 07:00:00,530,93,99
2026-01-30 08:00:00,538,87,95
2026-01-30 09:00:00,537,87,99
2026-01-30 10:00:00,516,89,86
2026-01-30 11:00:00,514,88,97
2026-01-30 12:00:00,516,80,92
2026-01-30 13:00:00,502,87,99
2026-01-30 14:00:00,515,92,85
2026-01-30 15:00:00,527,81,87
2026-01-30 16:00:00,517,93,85
2026-01-30 17:00:00,532,89,86
2026-01-30 18:00:00,531,86,94
2026-01-30 19:00:00,507,87,97
2026-01-30 20:00:00,535,90,90
2026-01-30 21:00:00,534,86,85
2026-01-30 22:00:00,527,82,95
2026-01-30 23:00:00,515,95,85
2026-01-31 00:00:00,506,84,93
2026-01-31 01:00:00,510,89,93
2026-01-31 02:00:00,526,85,98
2026-01-31 03:00:00,513,85,96
2026-01-31 04:00:00,506,89,94
2026-01-31 05:00:00,534,82,87
2026-01-31 06:00:00,509,83,85
2026-01-31 07:00:00,515,82,93
2026-01-31 08:00:00,511,83,99
2026-01-31 09:00:00,521,83,99
2026-01-31 10:00:00,532,83,100
2026-01-31 11:00:00,539,88,87
2026-01-31 12:00:00,522,82,96
2026-01-31 13:00:00,511,92,91
